,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
7536,24575048,"Hello to everyone, we are Babis and Giannis and we would be happy to accomodate you in our apartment in Metaxourgeio in the center of Athens, and to provide you with any assistance needed. We provide our guests a welcome bottle of wine, a bottle of water and finally a complementary basket with seasonal fruits or delicacies depending on your stay. We would also like to inform our guests that the apartment has been sanitized according to the airbnb cleaning protocol and we provide all the cleaning supplies as well.
Γεια σας, είμαστε ο Μπάμπης και ο Γιάννης και θα χαρούμε να σας φιλοξενήσουμε στο σπίτι μας στο Μεταξουργείο στο κέντρο της Αθήνας και να σας δώσουμε όποια βοήθεια χρειαστείτε. Επίσης προσφέρουμε στους επισκέπτες μας για το καλώς ορίσατε ένα μπουκάλι κρασί, ένα μπουκάλι νερό και ένα καλάθι με τοπικά φρούτα εποχής η ελληνικές λιχουδιές αναλόγως των ημερών φιλοξενίας. Θέλουμε επίσης να ενημερώσουμε τους φιλοξενούμενους μας ότι το διαμέρισμα έχει καθαριστεί με το πρωτόκολλο της airbnb και επίσης παρέχουμε όλα τα απαραίτητα είδη καθαρισμού.",within an hour,100%,t,"['email', 'phone']",1,f,t
7538,354602732,,within an hour,100%,f,"['email', 'phone']",1,f,t
7540,2704250,"I'm a French bartender aged 32 years old, travelling betwin Athenes and Paris ",,,f,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,t,t
7543,354956815,,,,f,"['email', 'phone']",1,f,t
7545,354995206,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7547,278242316,,within a few hours,100%,f,"['email', 'phone']",1,f,t
7552,101317754,,,,f,"['email', 'phone']",1,f,t
7559,13458983,Hello I'm a freelance traveler who loves to explore the world.  ,within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7563,528456,"Easy going

Open minded

Chilled

love travelling

like meeting new people, cultures, backgrounds, ideas

",,,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,t,t
7567,81224523,,within an hour,100%,f,"['email', 'phone']",1,f,t
7570,135803012,,a few days or more,0%,f,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7578,220573736,Μια δυναμικη γυναικα με ορεξη για ζωη . Αγαπω τα ταξιδια και οπως και να γνωριζω νεους ανθρωπους και κουλτουρες . Το ζεστο μου χαμογελο θα σας υποδεχτει και θα σας εγγυηθει υπεροχες στιγμες στην Αθηνα μας ....life is nice so keep walking ,,,f,"['email', 'phone']",1,f,t
7583,356658818,,within an hour,100%,f,"['email', 'phone']",4,f,t
7585,352862863,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7589,227386908,"Vacedo team makes every effort to ensure that your stay is as convenient, comfortable and enjoyable as possible.

In addition to the services generally available, you are welcome to benefit at any time from the personal attention and advice of our team.

Always here to answer your questions, find a solution to your problems but most importantly, put everything together for a comfortable and unforgettable stay. 

Be our guests.",within an hour,95%,t,"['email', 'phone', 'work_email']",2,t,t
7590,357032375,"Hi!I' m Eleftheria(28) and I live in Athens.
Although I' m new in hosting on Airbnb, I hope to make your experience as memorable as possible!",,,t,"['phone', 'offline_government_id', 'government_id']",1,t,t
7591,16534631,We are a family of 4 (Two girls 19 and 14). We live in Paris.,within a day,50%,f,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,t,t
7594,357229331,,a few days or more,0%,f,"['email', 'phone']",1,f,t
7596,357763664,,,,f,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",8,t,t
7601,355971884,,a few days or more,0%,f,"['email', 'phone']",1,f,t
7605,333683642,George and Georgios are a passionate team always active and available to cover any request and need of their guests!,within a few hours,70%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",3,t,t
7606,83281044,,within an hour,100%,t,"['email', 'phone', 'facebook']",1,f,t
7609,358366570,,within an hour,100%,t,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
7612,358366439,,,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7615,198113856,,within an hour,100%,t,"['email', 'phone', 'work_email']",2,t,t
7616,358762726,,within a few hours,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7617,187771775,Buisness owner. Located in Athens Greece. Loves travel and adventure.,,,t,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",3,t,t
7621,145768202,"j'aimerai vous faire partager ma passion pour les Cyclades et notamment pour Paros . une île où il fait bon vivre et se reposer . la nourriture est fantastique et j'ai un book spécial avec les meilleures adresses de l'île. Ce sera avec plaisir de vous expliquer tous les lieux les plus interessants A découvrir . je vis plusieurs mois par an ici et  j'aime  cette vie simple liée au soleil et à la mer. Enfin la vie nocturne , car j'adore les Bars et cocktails . Ici on dine très tard et la nuit est douce pour boire un verre dehors. A Parikia qui est la capitale , nous avons tout à portée de main . Alors Bienvenue à la maison !",within an hour,100%,t,['phone'],1,f,t
7627,330343285,,within an hour,100%,t,"['email', 'phone']",1,f,t
7628,3318706,,within a few hours,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7630,253639938,Lives in Paris and the U.S.,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7631,192683264,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7632,217365853,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7637,359943077,SUITES@SYNGROUFIX,,,f,"['email', 'phone']",2,f,t
7639,162054265,,within an hour,100%,t,"['email', 'phone']",1,f,t
7646,360046913,"Hi , I am Chris . Welcome to Greece! We are here to make your stay unforgettable .",within a day,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",4,t,t
7650,63934258,"Μου αρέσει πολύ η τέχνη. Ασχολούμαι με το θέατρο, διαβάζω πολύ και ακούω μουσική ",within a few hours,100%,t,"['email', 'phone', 'facebook']",1,f,t
7652,360461832,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7654,360519347,,within an hour,100%,f,"['email', 'phone']",1,f,t
7657,360703317,,within an hour,100%,f,"['email', 'phone']",1,f,t
7658,174196461,,within an hour,94%,f,"['email', 'phone']",1,f,t
7660,360808150,,,,t,"['email', 'phone', 'offline_government_id']",21,t,t
7664,196977801,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7672,21705794,,a few days or more,0%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7673,67427014,,within a day,50%,f,"['email', 'phone', 'reviews']",1,t,t
7676,43256511,"Hello, my name is Ilias Gavanas, I am Engineer and Real Estate Agent and also own SikinosTravel.
Our offices are at the islands of Sikinos and Folegandros at the South Aegean, just one hour south of Santorini and 10 min from Ios.  ",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,t,t
7680,344514298,,,,f,"['email', 'phone']",3,f,t
7688,178788638,"I am a person who likes to entertain people and keep them happy with their stay I am English married to a Greek.I have my daughters family on the first floor and quiet neighbours next door.Athens is 45 kilometre from Varnava.Breakfast and Lunch or Dinner can be cooked by me on a small extra charge.We also have a BBQ.We have WiFi.Just 15 minutes walk will take you to a small spa which you can book a massage,facial or reflexologi from a professional.",within an hour,90%,f,"['email', 'phone']",1,f,t
7691,218930445,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7693,47229395,"Reservation manager at
Danon & Co. Holiday home rental. ",within a few hours,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7696,137078956,,within an hour,100%,f,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",1,t,t
7698,362170351,,,,f,['phone'],1,f,t
7700,1138475,"""Romano de Roma"" appassionato di viaggi e mare e soprattutto viaggi in mare in barca a vela. Curioso, disponibile ed entusiasta verso chi, come me, ama scoprire altre citta' ed altre culture.",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,t,t
7704,17647100,,within an hour,90%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7705,12324108,"Hey there! I'm Theo and I live and work in Ireland. I guess I've had my fair share of travelling in life and I've been lucky enough to have met some interesting people in the process.

I like honesty, holding up to your word and I feel the world could use some more kindness and chivalry in general.

I know I could not live without music.",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",2,t,t
7711,331327165,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",4,t,t
7719,71258730,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7723,338702010,I love travelling and meeting new people. I will be more than happy to accommodate you and help you for a pleasant stay.,within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7725,195429447,"Hello
My name is Michalis. I will be more than happy to assist you in making your stay in Athens easy, comfortable and memorable!",within an hour,100%,f,"['email', 'phone']",1,f,t
7733,156670730,,within a day,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7734,363913203,"Hi! I'm your host Evangelos. Together with my cost-host, my wife Alicia, we would love to welcome you to our apartment in Athens. We are always available for advice and any assistance you may need. ",within a few hours,100%,t,"['email', 'phone']",1,f,t
